target,dataset_name
MDM1_YEAST  0.49  0.44  0.45  0.22  0.50  0.00  0.51  0.22  CYT,yeast
MD10_YEAST  0.32  0.47  0.55  0.25  0.50  0.00  0.49  0.22  MIT,yeast
MDS1_YEAST  0.46  0.57  0.52  0.28  0.50  0.00  0.52  0.22  NUC,yeast
EFG1_YEAST  0.53  0.48  0.45  0.44  0.50  0.00  0.49  0.27  MIT,yeast
EFG2_YEAST  0.49  0.48  0.46  0.63  0.50  0.00  0.52  0.22  MIT,yeast
MEIX_YEAST  0.70  0.53  0.42  0.22  0.50  0.00  0.51  0.28  NUC,yeast
AGAL_YEAST  0.68  0.68  0.49  0.15  0.50  0.00  0.53  0.22  EXC,yeast
MEP1_YEAST  0.47  0.60  0.35  0.21  0.50  0.00  0.52  0.22  ME3,yeast
MER1_YEAST  0.55  0.49  0.45  0.18  0.50  0.00  0.49  0.22  NUC,yeast
MER2_YEAST  0.40  0.53  0.61  0.21  0.50  0.00  0.48  0.33  NUC,yeast
SYMC_YEAST  0.57  0.44  0.42  0.20  0.50  0.00  0.54  0.22  CYT,yeast
MET2_YEAST  0.40  0.47  0.48  0.18  0.50  0.00  0.46  0.22  CYT,yeast
MT17_YEAST  0.34  0.54  0.54  0.13  0.50  0.00  0.52  0.22  CYT,yeast
MT28_YEAST  0.43  0.83  0.55  0.20  0.50  0.00  0.47  0.40  NUC,yeast
MET4_YEAST  0.55  0.65  0.50  0.28  0.50  0.00  0.55  0.22  NUC,yeast
METE_YEAST  0.29  0.46  0.54  0.27  0.50  0.00  0.49  0.22  CYT,yeast
MFA2_YEAST  0.46  0.42  0.60  0.21  0.50  0.00  0.40  0.22  EXC,yeast
MFA3_YEAST  0.80  0.81  0.55  0.35  0.50  0.00  0.42  0.22  EXC,yeast
MFA4_YEAST  0.79  0.74  0.49  0.33  0.50  0.00  0.48  0.22  EXC,yeast
GRPE_YEAST  0.45  0.48  0.63  0.67  0.50  0.00  0.48  0.22  MIT,yeast
MGM1_YEAST  0.66  0.52  0.52  0.44  0.50  0.00  0.56  0.27  MIT,yeast
M101_YEAST  0.50  0.49  0.59  0.47  0.50  0.00  0.49  0.36  MIT,yeast
MGMT_YEAST  0.54  0.52  0.54  0.20  0.50  0.00  0.55  0.25  NUC,yeast
MIF2_YEAST  0.37  0.31  0.53  0.16  0.50  0.00  0.53  0.44  NUC,yeast
MIG1_YEAST  0.43  0.39  0.59  0.13  0.50  0.00  0.41  0.43  NUC,yeast
DPOG_YEAST  0.48  0.47  0.54  0.55  0.50  0.00  0.51  0.65  MIT,yeast
MPCP_YEAST  0.60  0.59  0.45  0.23  0.50  0.00  0.55  0.22  MIT,yeast
C1TM_YEAST  0.45  0.73  0.47  0.65  0.50  0.00  0.54  0.43  MIT,yeast
MLH1_YEAST  0.66  0.54  0.49  0.16  0.50  0.00  0.54  0.36  NUC,yeast
MLP1_YEAST  0.46  0.55  0.61  0.13  0.50  0.00  0.47  0.22  CYT,yeast
MASY_YEAST  0.42  0.50  0.53  0.22  0.50  0.83  0.50  0.22  POX,yeast
MNN1_YEAST  0.66  0.66  0.32  0.54  0.50  0.00  0.51  0.22  ME2,yeast
MNN9_YEAST  0.74  0.56  0.35  0.36  0.50  0.00  0.51  0.25  ME2,yeast
MNS1_YEAST  0.89  0.52  0.41  0.26  0.50  0.00  0.52  0.31  ME2,yeast
MOD5_YEAST  0.67  0.51  0.54  0.21  0.50  0.00  0.43  0.30  MIT,yeast
MOT1_YEAST  0.58  0.46  0.46  0.34  0.50  0.00  0.50  0.43  NUC,yeast
MPI1_YEAST  0.40  0.68  0.50  0.82  0.50  0.00  0.44  0.36  MIT,yeast
MPI2_YEAST  0.59  0.57  0.43  0.26  0.50  0.00  0.51  0.22  MIT,yeast
MR11_YEAST  0.39  0.30  0.56  0.12  0.50  0.00  0.53  0.38  NUC,yeast
RF1M_YEAST  0.60  0.62  0.54  0.40  0.50  0.00  0.50  0.22  MIT,yeast
RT01_YEAST  0.36  0.40  0.53  0.48  0.50  0.00  0.48  0.22  MIT,yeast
RT13_YEAST  0.51  0.42  0.56  0.38  0.50  0.00  0.46  0.22  MIT,yeast
RT17_YEAST  0.41  0.54  0.58  0.20  0.50  0.00  0.52  0.22  MIT,yeast
RT02_YEAST  0.57  0.40  0.62  0.30  0.50  0.00  0.48  0.11  MIT,yeast
RM41_YEAST  0.52  0.50  0.59  0.31  0.50  0.00  0.50  0.22  MIT,yeast
RT04_YEAST  0.42  0.53  0.53  0.64  0.50  0.00  0.47  0.22  MIT,yeast
RM49_YEAST  0.50  0.46  0.64  0.36  0.50  0.00  0.49  0.22  MIT,yeast
RM02_YEAST  0.60  0.51  0.60  0.38  0.50  0.83  0.52  0.24  MIT,yeast
RT08_YEAST  0.45  0.38  0.64  0.14  0.50  0.00  0.54  0.22  MIT,yeast
RM13_YEAST  0.60  0.57  0.64  0.52  0.50  0.00  0.47  0.28  MIT,yeast
RM16_YEAST  0.53  0.42  0.58  0.29  0.50  0.00  0.50  0.22  MIT,yeast
RM20_YEAST  0.41  0.52  0.53  0.41  0.50  0.00  0.39  0.33  MIT,yeast
RM25_YEAST  0.45  0.43  0.63  0.40  0.50  0.00  0.59  0.11  MIT,yeast
RM27_YEAST  0.44  0.44  0.67  0.35  0.50  0.00  0.48  0.26  MIT,yeast
RM31_YEAST  0.58  0.52  0.61  0.33  0.50  0.00  0.38  0.11  MIT,yeast
RM32_YEAST  0.57  0.61  0.55  0.27  0.50  0.00  0.44  0.21  MIT,yeast
RM33_YEAST  0.57  0.58  0.58  0.35  0.50  0.00  0.49  0.22  MIT,yeast
RM36_YEAST  0.64  0.64  0.56  0.21  0.50  0.00  0.50  0.22  MIT,yeast
RM37_YEAST  0.56  0.50  0.61  0.49  0.50  0.00  0.46  0.28  MIT,yeast
RM38_YEAST  0.60  0.46  0.59  0.16  0.50  0.00  0.49  0.22  MIT,yeast
RM04_YEAST  0.36  0.38  0.56  0.44  0.50  0.00  0.48  0.22  MIT,yeast
RM44_YEAST  0.53  0.52  0.61  0.35  0.50  0.00  0.50  0.22  MIT,yeast
RM06_YEAST  0.62  0.59  0.54  0.47  0.50  0.00  0.46  0.22  MIT,yeast
RM08_YEAST  0.55  0.50  0.60  0.31  0.50  0.00  0.46  0.27  MIT,yeast
RM09_YEAST  0.58  0.53  0.57  0.46  0.50  0.00  0.51  0.27  MIT,yeast
RT28_YEAST  0.65  0.53  0.55  0.52  0.50  0.00  0.47  0.27  MIT,yeast
RT05_YEAST  0.38  0.54  0.54  0.41  0.50  0.00  0.51  0.22  MIT,yeast
RT09_YEAST  0.58  0.53  0.50  0.53  0.50  0.00  0.47  0.31  MIT,yeast
MRS1_YEAST  0.61  0.46  0.51  0.37  0.50  0.00  0.51  0.22  MIT,yeast
MRS2_YEAST  0.55  0.59  0.47  0.64  0.50  0.00  0.54  0.33  MIT,yeast
MRS3_YEAST  0.54  0.64  0.50  0.13  0.50  0.00  0.49  0.22  MIT,yeast
MRS4_YEAST  0.40  0.74  0.49  0.16  0.50  0.00  0.51  0.22  MIT,yeast
MSB2_YEAST  0.76  0.76  0.35  0.27  0.50  0.00  0.44  0.22  ME1,yeast
SYDM_YEAST  0.51  0.56  0.51  0.42  0.50  0.00  0.53  0.36  MIT,yeast
SYFM_YEAST  0.43  0.32  0.50  0.29  0.50  0.00  0.50  0.22  MIT,yeast
MSH1_YEAST  0.49  0.44  0.45  0.55  0.50  0.00  0.48  0.22  MIT,yeast
MSH2_YEAST  0.32  0.45  0.44  0.20  0.50  0.00  0.55  0.33  NUC,yeast
MSH3_YEAST  0.51  0.60  0.51  0.26  0.50  0.00  0.54  0.22  NUC,yeast
MSH4_YEAST  0.49  0.46  0.42  0.46  0.50  0.00  0.55  0.22  NUC,yeast
SYKM_YEAST  0.50  0.56  0.49  0.61  0.50  0.00  0.50  0.22  MIT,yeast
SYMM_YEAST  0.51  0.48  0.51  0.43  0.50  0.00  0.49  0.22  MIT,yeast
MSN1_YEAST  0.52  0.38  0.62  0.12  0.50  0.00  0.41  0.28  NUC,yeast
MSN2_YEAST  0.53  0.40  0.57  0.12  0.50  0.00  0.53  0.32  NUC,yeast
MSN4_YEAST  0.51  0.56  0.62  0.24  0.50  0.00  0.52  0.51  NUC,yeast
MSP1_YEAST  0.63  0.60  0.50  0.27  0.50  0.00  0.55  0.22  MIT,yeast
SYR_YEAST   0.46  0.44  0.53  0.31  0.50  0.00  0.48  0.22  MIT,yeast
MSS1_YEAST  0.58  0.57  0.54  0.69  0.50  0.00  0.54  0.22  MIT,yeast
MS16_YEAST  0.61  0.59  0.47  0.49  0.50  0.00  0.54  0.22  MIT,yeast
MS18_YEAST  0.63  0.47  0.56  0.12  0.50  0.00  0.50  0.22  MIT,yeast
MS51_YEAST  0.55  0.53  0.54  0.40  0.50  0.00  0.48  0.22  MIT,yeast
SYTM_YEAST  0.41  0.47  0.58  0.62  0.50  0.00  0.50  0.22  MIT,yeast
SYWM_YEAST  0.44  0.53  0.53  0.37  0.50  0.00  0.51  0.22  MIT,yeast
MTD1_YEAST  0.57  0.40  0.48  0.24  0.50  0.00  0.55  0.22  CYT,yeast
MTF1_YEAST  0.46  0.46  0.56  0.12  0.50  0.00  0.55  0.22  MIT,yeast
RU1A_YEAST  0.47  0.46  0.55  0.28  0.50  0.00  0.44  0.46  NUC,yeast
YKH4_YEAST  0.39  0.35  0.49  0.17  0.50  0.00  0.49  0.22  NUC,yeast
MYS1_YEAST  0.58  0.38  0.40  0.21  0.50  0.00  0.50  0.22  CYT,yeast
MYS2_YEAST  0.53  0.41  0.50  0.24  1.00  0.00  0.47  0.22  CYT,yeast
MYS4_YEAST  0.43  0.40  0.50  0.18  0.50  0.00  0.50  0.28  CYT,yeast
YN19_YEAST  0.41  0.59  0.46  0.19  0.50  0.00  0.36  0.22  EXC,yeast
YN46_YEAST  0.58  0.56  0.52  0.25  0.50  0.00  0.57  0.35  NUC,yeast
YN70_YEAST  0.51  0.65  0.53  0.19  0.50  0.00  0.49  0.22  EXC,yeast
YN94_YEAST  0.81  0.79  0.32  0.37  0.50  0.00  0.41  0.22  ME1,yeast
YNE2_YEAST  0.44  0.41  0.29  0.21  0.50  0.00  0.49  0.22  ME3,yeast
NAB1_YEAST  0.49  0.60  0.55  0.17  0.50  0.00  0.44  0.22  CYT,yeast
NAB2_YEAST  0.56  0.63  0.52  0.20  0.50  0.00  0.34  0.26  NUC,yeast
NAB3_YEAST  0.42  0.28  0.57  0.18  0.50  0.00  0.42  0.22  NUC,yeast
NAM1_YEAST  0.51  0.46  0.54  0.41  0.50  0.00  0.53  0.22  MIT,yeast
SYLM_YEAST  0.60  0.51  0.52  0.45  0.50  0.00  0.50  0.27  MIT,yeast
NAM7_YEAST  0.37  0.41  0.45  0.14  0.50  0.00  0.47  0.22  CYT,yeast
NAM9_YEAST  0.37  0.51  0.57  0.40  0.50  0.00  0.48  0.27  MIT,yeast
NAP1_YEAST  0.36  0.39  0.55  0.26  0.50  0.00  0.49  0.22  NUC,yeast
NAT1_YEAST  0.50  0.36  0.53  0.41  0.50  0.00  0.55  0.36  CYT,yeast
NAT2_YEAST  0.59  0.58  0.39  0.52  0.50  0.00  0.50  0.31  CYT,yeast
NCPR_YEAST  0.78  0.63  0.53  0.13  0.50  0.00  0.54  0.22  ME2,yeast
NDC1_YEAST  0.47  0.59  0.37  0.31  0.50  0.00  0.51  0.36  NUC,yeast
CB31_YEAST  0.48  0.62  0.52  0.30  0.50  0.00  0.51  0.37  NUC,yeast
NDI1_YEAST  0.53  0.61  0.51  0.49  0.50  0.00  0.54  0.27  MIT,yeast
NFS1_YEAST  0.48  0.54  0.53  0.60  0.50  0.00  0.53  0.31  NUC,yeast
ADA3_YEAST  0.33  0.46  0.53  0.29  0.50  0.00  0.50  0.55  NUC,yeast
NHP2_YEAST  0.36  0.44  0.51  0.17  0.50  0.00  0.60  0.19  NUC,yeast
NHPA_YEAST  0.39  0.34  0.68  0.30  0.50  0.00  0.50  0.29  NUC,yeast
NHPB_YEAST  0.11  0.41  0.67  0.13  0.50  0.00  0.45  0.29  NUC,yeast
NI96_YEAST  0.40  0.53  0.44  0.18  0.50  0.00  0.54  0.31  NUC,yeast
NIN1_YEAST  0.47  0.50  0.55  0.19  0.50  0.00  0.62  0.22  CYT,yeast
NIP1_YEAST  0.35  0.50  0.44  0.27  0.50  0.00  0.51  0.22  CYT,yeast
NMD2_YEAST  0.36  0.30  0.50  0.19  0.50  0.00  0.55  0.30  NUC,yeast
NMT_YEAST   0.49  0.44  0.51  0.18  0.50  0.00  0.52  0.27  CYT,yeast
FBRL_YEAST  0.35  0.44  0.54  0.26  0.50  0.00  0.52  0.26  NUC,yeast
NOP2_YEAST  0.43  0.28  0.53  0.34  0.50  0.00  0.55  0.57  NUC,yeast
NOP4_YEAST  0.33  0.48  0.55  0.16  0.50  0.00  0.53  0.75  NUC,yeast
NOT3_YEAST  0.45  0.21  0.49  0.24  0.50  0.00  0.46  0.31  NUC,yeast
NOP3_YEAST  0.44  0.34  0.61  0.13  0.50  0.00  0.49  0.26  NUC,yeast
NSP1_YEAST  0.87  0.47  0.60  0.47  0.50  0.00  0.59  0.22  NUC,yeast
NSR1_YEAST  0.30  0.55  0.58  0.16  0.50  0.00  0.61  0.28  NUC,yeast
TREA_YEAST  0.29  0.34  0.55  0.24  0.50  0.00  0.51  0.22  CYT,yeast
NUC1_YEAST  0.75  0.67  0.51  0.29  0.50  0.00  0.52  0.36  MIT,yeast
RNC1_YEAST  0.47  0.47  0.50  0.15  0.50  0.00  0.50  0.48  NUC,yeast
NUF1_YEAST  0.51  0.34  0.49  0.16  0.50  0.00  0.53  0.21  NUC,yeast
NUF2_YEAST  0.64  0.76  0.51  0.18  0.50  0.00  0.46  0.22  NUC,yeast
NUP1_YEAST  0.45  0.41  0.58  0.48  0.50  0.00  0.53  0.64  NUC,yeast
N100_YEAST  0.90  0.54  0.59  0.20  0.50  0.00  0.48  0.22  NUC,yeast
N116_YEAST  0.88  0.59  0.54  0.39  0.50  0.00  0.41  0.30  NUC,yeast
YK62_YEAST  0.70  0.51  0.47  0.24  0.50  0.00  0.53  0.25  NUC,yeast
NUP2_YEAST  0.25  0.36  0.58  0.30  0.50  0.00  0.58  0.31  NUC,yeast
NU49_YEAST  0.69  0.62  0.49  0.00  1.00  0.00  0.47  0.22  NUC,yeast
OCH1_YEAST  0.83  0.57  0.42  0.57  0.50  0.00  0.50  0.32  ME2,yeast
ACO1_YEAST  0.43  0.38  0.38  0.12  0.50  0.00  0.50  0.22  ME2,yeast
ATP9_YEAST  0.78  0.65  0.40  0.16  0.50  0.00  0.63  0.22  MIT,yeast
ATP6_YEAST  0.52  0.64  0.34  0.16  0.50  0.00  0.57  0.22  MIT,yeast
OM45_YEAST  0.75  0.66  0.64  0.39  0.50  0.00  0.46  0.32  MIT,yeast
PORI_YEAST  0.41  0.49  0.58  0.22  0.50  0.00  0.52  0.22  MIT,yeast
OPI1_YEAST  0.58  0.51  0.56  0.16  0.50  0.00  0.34  0.22  NUC,yeast
PEM2_YEAST  0.48  0.49  0.45  0.23  0.50  0.00  0.51  0.22  ME3,yeast
ORC2_YEAST  0.39  0.42  0.49  0.10  0.50  0.00  0.49  0.65  NUC,yeast
YHR8_YEAST  0.31  0.42  0.48  0.17  0.50  0.00  0.49  0.53  NUC,yeast
YM38_YEAST  0.39  0.28  0.54  0.14  0.50  0.00  0.59  0.22  MIT,yeast
YINO_YEAST  0.76  0.67  0.37  0.22  0.50  0.00  0.54  0.22  ME2,yeast
YDA2_YEAST  0.49  0.27  0.57  0.18  0.50  0.83  0.54  0.22  POX,yeast
PABP_YEAST  0.28  0.48  0.56  0.16  0.50  0.00  0.48  0.26  CYT,yeast
PAN1_YEAST  0.69  0.39  0.52  0.12  0.50  0.00  0.38  0.35  CYT,yeast
PAP_YEAST   0.64  0.52  0.50  0.26  0.50  0.00  0.51  0.31  NUC,yeast
PAS1_YEAST  0.56  0.48  0.50  0.30  0.50  0.00  0.51  0.22  CYT,yeast
PTSR_YEAST  0.50  0.50  0.54  0.16  0.50  0.00  0.49  0.22  POX,yeast
UBCX_YEAST  0.47  0.43  0.59  0.27  0.50  0.00  0.55  0.22  POX,yeast
PAS3_YEAST  0.68  0.59  0.44  0.49  0.50  0.00  0.40  0.26  POX,yeast
PAS7_YEAST  0.50  0.51  0.57  0.27  0.50  0.00  0.48  0.22  POX,yeast
IPB2_YEAST  0.45  0.46  0.61  0.20  0.50  0.00  0.62  0.22  CYT,yeast
ATC2_YEAST  0.53  0.51  0.36  0.13  0.50  0.00  0.52  0.22  ME3,yeast
ODPA_YEAST  0.60  0.54  0.54  0.53  0.50  0.00  0.52  0.27  MIT,yeast
ODPB_YEAST  0.49  0.52  0.53  0.70  0.50  0.00  0.51  0.22  MIT,yeast
DCP1_YEAST  0.49  0.45  0.53  0.16  0.50  0.00  0.49  0.31  CYT,yeast
PDC2_YEAST  0.51  0.46  0.57  0.25  0.50  0.00  0.53  0.22  CYT,yeast
DCP2_YEAST  0.49  0.45  0.46  0.18  0.50  0.00  0.49  0.31  CYT,yeast
DCP3_YEAST  0.52  0.46  0.51  0.18  0.50  0.00  0.50  0.22  CYT,yeast
CNA1_YEAST  0.55  0.59  0.52  0.10  0.50  0.00  0.53  0.22  CYT,yeast
CNA2_YEAST  0.39  0.58  0.50  0.10  0.50  0.00  0.51  0.25  CYT,yeast
PDI_YEAST   0.70  0.84  0.49  0.28  1.00  0.00  0.58  0.22  ERL,yeast
PDR1_YEAST  0.33  0.38  0.45  0.19  0.50  0.00  0.54  0.37  NUC,yeast
PDR3_YEAST  0.61  0.46  0.44  0.47  0.50  0.00  0.50  0.37  NUC,yeast
PDR5_YEAST  0.41  0.48  0.38  0.13  0.50  0.00  0.51  0.35  ME3,yeast
PDS1_YEAST  0.37  0.42  0.60  0.13  0.50  0.00  0.51  0.22  NUC,yeast
ODPX_YEAST  0.45  0.58  0.59  0.44  0.50  0.00  0.56  0.22  MIT,yeast
PEP1_YEAST  0.74  0.89  0.32  0.24  0.50  0.00  0.54  0.32  ME1,yeast
PE12_YEAST  0.28  0.46  0.26  0.18  0.50  0.00  0.39  0.22  VAC,yeast
PEP3_YEAST  0.51  0.46  0.49  0.21  0.50  0.00  0.55  0.22  VAC,yeast
CARP_YEAST  0.80  0.82  0.57  0.26  0.50  0.00  0.57  0.27  VAC,yeast
END1_YEAST  0.46  0.49  0.45  0.28  0.50  0.00  0.55  0.22  VAC,yeast
PEP8_YEAST  0.40  0.36  0.55  0.15  0.50  0.00  0.53  0.22  VAC,yeast
PES4_YEAST  0.67  0.46  0.58  0.30  0.50  0.00  0.57  0.27  NUC,yeast
PT11_YEAST  0.50  0.32  0.49  0.49  0.50  0.00  0.48  0.32  MIT,yeast
PT12_YEAST  0.45  0.53  0.47  0.43  0.50  0.00  0.50  0.27  MIT,yeast
PT17_YEAST  0.75  0.60  0.43  0.35  0.50  0.00  0.45  0.27  MIT,yeast
PT22_YEAST  0.56  0.68  0.52  0.39  0.50  0.00  0.36  0.22  MIT,yeast
RTPT_YEAST  0.48  0.45  0.59  0.35  0.50  0.00  0.55  0.30  MIT,yeast
PT27_YEAST  0.26  0.28  0.60  0.20  0.50  0.00  0.54  0.31  MIT,yeast
PT91_YEAST  0.59  0.45  0.58  0.21  0.50  0.00  0.49  0.22  MIT,yeast
PT09_YEAST  0.48  0.52  0.49  0.35  0.50  0.50  0.51  0.22  MIT,yeast
PT94_YEAST  0.59  0.58  0.47  0.61  0.50  0.00  0.44  0.30  MIT,yeast
PT54_YEAST  0.50  0.57  0.62  0.25  0.50  0.00  0.51  0.22  MIT,yeast
K6P1_YEAST  0.57  0.49  0.50  0.20  0.50  0.00  0.51  0.28  CYT,yeast
K6P2_YEAST  0.62  0.43  0.49  0.29  0.50  0.00  0.50  0.27  CYT,yeast
6P2K_YEAST  0.45  0.41  0.49  0.14  1.00  0.00  0.53  0.30  CYT,yeast
PROF_YEAST  0.47  0.49  0.60  0.15  0.50  0.00  0.38  0.22  CYT,yeast
PGD1_YEAST  0.41  0.48  0.54  0.24  0.50  0.00  0.37  0.51  NUC,yeast
G6PI_YEAST  0.46  0.46  0.53  0.23  0.50  0.00  0.51  0.22  CYT,yeast
PGK_YEAST   0.48  0.42  0.48  0.19  0.50  0.00  0.58  0.22  CYT,yeast
PGM1_YEAST  0.43  0.45  0.53  0.19  0.50  0.00  0.56  0.22  CYT,yeast
PGM2_YEAST  0.28  0.36  0.55  0.15  0.50  0.00  0.57  0.22  CYT,yeast
PHD1_YEAST  0.48  0.46  0.58  0.26  0.50  0.00  0.44  0.22  NUC,yeast
PPAB_YEAST  0.74  0.72  0.50  0.28  0.50  0.00  0.50  0.27  EXC,yeast
PPAC_YEAST  0.74  0.72  0.50  0.28  0.50  0.00  0.49  0.27  EXC,yeast
PNPP_YEAST  0.38  0.62  0.52  0.14  0.50  0.00  0.53  0.22  CYT,yeast
PPA3_YEAST  0.77  0.72  0.48  0.26  0.50  0.00  0.51  0.22  EXC,yeast
PHO4_YEAST  0.44  0.42  0.57  0.22  0.50  0.00  0.50  0.25  NUC,yeast
PPA5_YEAST  0.74  0.74  0.51  0.27  0.50  0.00  0.50  0.22  EXC,yeast
PPB_YEAST   0.39  0.81  0.35  0.28  0.50  0.00  0.51  0.45  ME3,yeast
PH80_YEAST  0.53  0.54  0.43  0.18  0.50  0.00  0.53  0.31  NUC,yeast
PH84_YEAST  0.38  0.45  0.37  0.19  0.50  0.00  0.52  0.30  ME3,yeast
PH85_YEAST  0.40  0.37  0.54  0.13  0.50  0.00  0.48  0.22  NUC,yeast
YCS7_YEAST  0.31  0.30  0.34  0.19  0.50  0.00  0.55  0.30  ME3,yeast
PHR_YEAST   0.50  0.42  0.57  0.49  0.50  0.00  0.48  0.27  NUC,yeast
PIF1_YEAST  0.59  0.61  0.51  0.62  0.50  0.00  0.51  0.38  MIT,yeast
PIK1_YEAST  0.45  0.40  0.43  0.22  0.50  0.00  0.51  0.48  NUC,yeast
LONM_YEAST  0.47  0.54  0.53  0.77  0.50  0.00  0.52  0.36  MIT,yeast
PIR1_YEAST  0.77  0.78  0.51  0.28  0.50  0.00  0.33  0.22  EXC,yeast
H150_YEAST  0.74  0.71  0.52  0.30  0.50  0.00  0.27  0.22  EXC,yeast
PIR3_YEAST  0.77  0.73  0.51  0.27  0.50  0.00  0.34  0.22  EXC,yeast
PIS_YEAST   0.47  0.61  0.50  0.23  0.50  0.00  0.49  0.22  ME3,yeast
PLB1_YEAST  0.78  0.69  0.44  0.26  0.50  0.00  0.54  0.22  ME1,yeast
ATH1_YEAST  0.49  0.60  0.30  0.34  0.50  0.00  0.50  0.43  ME3,yeast
ATH2_YEAST  0.27  0.56  0.30  0.14  0.50  0.00  0.52  0.39  ME3,yeast
ATC3_YEAST  0.40  0.39  0.33  0.17  0.50  0.00  0.51  0.31  VAC,yeast
MANA_YEAST  0.55  0.51  0.54  0.20  0.50  0.00  0.56  0.22  CYT,yeast
PMP1_YEAST  0.95  0.71  0.27  0.39  0.50  0.00  0.31  0.22  ME2,yeast
PMP2_YEAST  0.97  0.71  0.29  0.42  0.50  0.00  0.35  0.22  ME2,yeast
ATC1_YEAST  0.44  0.43  0.34  0.21  0.50  0.00  0.55  0.40  ME3,yeast
ATN1_YEAST  0.39  0.49  0.30  0.19  0.50  0.00  0.52  0.31  ME3,yeast
PMS1_YEAST  0.38  0.48  0.51  0.13  0.50  0.00  0.50  0.32  NUC,yeast
PMT1_YEAST  0.37  0.51  0.39  0.18  0.50  0.00  0.51  0.27  ME3,yeast
PMT2_YEAST  0.27  0.49  0.36  0.26  0.50  0.00  0.49  0.26  ME3,yeast
POB1_YEAST  0.49  0.48  0.52  0.20  0.50  0.00  0.55  0.22  NUC,yeast
DPOA_YEAST  0.36  0.39  0.54  0.16  0.50  0.00  0.50  0.28  NUC,yeast
DPO2_YEAST  0.54  0.53  0.48  0.14  0.50  0.00  0.49  0.33  NUC,yeast
DPOE_YEAST  0.37  0.48  0.50  0.26  0.50  0.00  0.52  0.39  NUC,yeast
DPOD_YEAST  0.25  0.39  0.50  0.23  0.50  0.00  0.50  0.28  NUC,yeast
PCNA_YEAST  0.49  0.71  0.54  0.13  0.50  0.00  0.58  0.22  NUC,yeast
DPO4_YEAST  0.56  0.50  0.56  0.26  0.50  0.00  0.53  0.27  NUC,yeast
P152_YEAST  0.41  0.53  0.41  0.15  0.50  0.00  0.54  0.25  NUC,yeast
POP2_YEAST  0.50  0.45  0.53  0.21  0.50  0.00  0.28  0.22  NUC,yeast
CAO_YEAST   0.46  0.37  0.48  0.36  0.50  0.00  0.48  0.22  POX,yeast
PPA1_YEAST  0.66  0.55  0.34  0.20  0.50  0.00  0.62  0.22  ME3,yeast
IPY2_YEAST  0.42  0.65  0.58  0.34  0.50  0.00  0.50  0.22  MIT,yeast
PPCK_YEAST  0.45  0.47  0.53  0.15  0.50  0.00  0.52  0.27  CYT,yeast
PPR1_YEAST  0.42  0.28  0.51  0.23  0.50  0.00  0.53  0.27  NUC,yeast
PPX1_YEAST  0.51  0.48  0.46  0.29  0.50  0.00  0.54  0.22  CYT,yeast
PRTB_YEAST  0.75  0.69  0.48  0.13  0.50  0.00  0.57  0.40  VAC,yeast
CBPY_YEAST  0.69  0.70  0.50  0.30  0.50  0.00  0.54  0.22  VAC,yeast
PRTD_YEAST  0.63  0.55  0.53  0.51  0.50  0.00  0.55  0.22  VAC,yeast
PRCG_YEAST  0.55  0.63  0.54  0.16  0.50  0.00  0.45  0.27  CYT,yeast
PRCE_YEAST  0.46  0.62  0.54  0.25  0.50  0.00  0.46  0.22  CYT,yeast
PRCD_YEAST  0.53  0.59  0.48  0.14  0.50  0.00  0.51  0.22  CYT,yeast
PRCH_YEAST  0.42  0.53  0.57  0.17  0.50  0.00  0.49  0.22  CYT,yeast
PRC2_YEAST  0.52  0.46  0.56  0.20  0.50  0.00  0.50  0.22  CYT,yeast
PRC6_YEAST  0.53  0.43  0.57  0.24  0.50  0.00  0.39  0.28  CYT,yeast
PRI1_YEAST  0.33  0.35  0.56  0.19  0.50  0.00  0.50  0.22  NUC,yeast
PRI2_YEAST  0.45  0.48  0.56  0.56  0.50  0.00  0.47  0.22  NUC,yeast
PROB_YEAST  0.56  0.48  0.50  0.17  0.50  0.00  0.51  0.26  CYT,yeast
PROC_YEAST  0.77  0.57  0.45  0.17  0.50  0.00  0.53  0.22  CYT,yeast
PR16_YEAST  0.56  0.59  0.54  0.18  0.50  0.00  0.48  0.46  NUC,yeast
PR18_YEAST  0.33  0.39  0.52  0.09  0.50  0.00  0.47  0.28  NUC,yeast
PR19_YEAST  0.48  0.41  0.54  0.39  0.50  0.00  0.51  0.22  NUC,yeast
PR02_YEAST  0.30  0.30  0.46  0.32  0.50  0.00  0.45  0.22  NUC,yeast
PR21_YEAST  0.38  0.26  0.60  0.10  0.50  0.00  0.48  0.44  NUC,yeast
PR22_YEAST  0.68  0.39  0.50  0.15  0.50  0.00  0.48  0.37  NUC,yeast
PR28_YEAST  0.62  0.41  0.52  0.17  0.50  0.00  0.48  0.22  NUC,yeast
PR38_YEAST  0.52  0.37  0.48  0.13  0.50  0.00  0.55  0.22  NUC,yeast
PR39_YEAST  0.32  0.48  0.49  0.17  0.50  0.00  0.47  0.22  NUC,yeast
PR04_YEAST  0.34  0.35  0.58  0.20  0.50  0.00  0.46  0.32  NUC,yeast
PR05_YEAST  0.33  0.21  0.53  0.15  1.00  0.00  0.52  0.50  NUC,yeast
PR06_YEAST  0.49  0.45  0.57  0.24  0.50  0.00  0.47  0.38  NUC,yeast
PR08_YEAST  0.40  0.28  0.48  0.06  0.50  0.00  0.49  0.42  NUC,yeast
